group,image,mean_dist_nucleus,mean_dist_mito,n_pbody
G3,W0056F0001T0006Z000C1N1.png,10.683427002184825,25.398836549835515,7
G3,W0056F0001T0006Z000C1N11.png,10.444714280755438,63.17617099832321,10
G3,W0056F0001T0006Z000C1N12.png,25.27077266370206,,6
G3,W0056F0001T0006Z000C1N13.png,9.474701983573272,39.84510886944875,8
G3,W0056F0001T0006Z000C1N14.png,10.635806242596349,,4
G3,W0056F0001T0006Z000C1N16.png,14.909859620093918,57.71467604081084,8
G3,W0056F0001T0006Z000C1N2.png,48.3486184776845,,5
G3,W0056F0001T0006Z000C1N21.png,38.40860992314916,,3
G3,W0056F0001T0006Z000C1N22.png,13.526009098231699,14.619965174740038,6
G3,W0056F0001T0006Z000C1N23.png,11.697062418979034,41.19507896783579,7
G3,W0056F0001T0006Z000C1N24.png,29.154463544972057,,7
G3,W0056F0001T0006Z000C1N26.png,8.954129620716094,8.958994863380566,6
G3,W0056F0001T0006Z000C1N29.png,20.751354312792003,36.69142010729971,4
G3,W0056F0001T0006Z000C1N32.png,53.39041632038396,,6
G3,W0056F0001T0006Z000C1N34.png,11.964549239583024,78.65274451539474,10
G3,W0056F0001T0006Z000C1N35.png,20.4402942451667,,8
G3,W0056F0001T0006Z000C1N36.png,7.967433731824836,20.440560434486667,12
G3,W0056F0001T0006Z000C1N37.png,36.24067971967505,,7
G3,W0056F0001T0006Z000C1N4.png,15.643923569538936,50.83543699716317,5
G3,W0056F0001T0006Z000C1N41.png,9.931640389307095,21.091681772884566,8
G3,W0056F0001T0006Z000C1N42.png,7.192382440634955,20.67103630138644,6
G3,W0056F0001T0006Z000C1N43.png,7.455026155128254,22.526289850098337,8
G3,W0056F0001T0006Z000C1N44.png,27.59006255159021,80.51647710212393,4
G3,W0056F0001T0006Z000C1N45.png,8.289858586620834,18.75543224644366,8
G3,W0056F0001T0006Z000C1N49.png,7.764808896879456,36.13939347862102,5
G3,W0056F0001T0006Z000C1N50.png,7.082011648215289,40.092747181684075,4
G3,W0056F0001T0006Z000C1N53.png,20.93507003261592,27.201946494754658,10
G3,W0056F0001T0006Z000C1N54.png,5.793207042010934,13.170418712538908,10
G3,W0056F0001T0006Z000C1N55.png,11.63980501015454,76.95592999228863,6
G3,W0056F0001T0006Z000C1N57.png,31.644436129608454,69.20237883275571,10
G3,W0056F0001T0006Z000C1N58.png,7.690147413837101,10.340189687740327,2
G3,W0056F0001T0006Z000C1N6.png,10.311010436213058,63.515291230229295,9
G3,W0056F0001T0006Z000C1N7.png,30.41142005807464,,6
G3,W0056F0001T0006Z000C1N9.png,9.22028395859639,27.318154494747848,6
G3,W0056F0002T0006Z000C1N10.png,46.009253497500694,,7
G3,W0056F0002T0006Z000C1N11.png,5.685730529734033,13.955568359003717,7
G3,W0056F0002T0006Z000C1N12.png,16.968879234999182,61.32054013588174,8
G3,W0056F0002T0006Z000C1N13.png,15.398159359611318,50.16928121702665,8
G3,W0056F0002T0006Z000C1N14.png,2.4288893338060737,8.466995513794684,12
G3,W0056F0002T0006Z000C1N15.png,9.680172107566346,67.67356240105418,7
G3,W0056F0002T0006Z000C1N16.png,21.9241762933521,83.35194820909344,5
G3,W0056F0002T0006Z000C1N17.png,10.115983131592106,19.172542360949866,10
G3,W0056F0002T0006Z000C1N19.png,25.530563150902875,95.65492227239321,6
G3,W0056F0002T0006Z000C1N20.png,1.694110325870635,2.3395345787316133,14
G3,W0056F0002T0006Z000C1N23.png,18.162050297742987,,3
G3,W0056F0002T0006Z000C1N24.png,3.134785140299578,16.83959661185022,9
G3,W0056F0002T0006Z000C1N25.png,6.609975642276738,37.38220166296596,3
G3,W0056F0002T0006Z000C1N27.png,8.103428351881321,39.96946008961845,7
G3,W0056F0002T0006Z000C1N29.png,7.18189566977851,26.088217770478515,11
G3,W0056F0002T0006Z000C1N3.png,25.253200090329738,43.84904148490802,3
G3,W0056F0002T0006Z000C1N30.png,3.506580509022625,23.56059780150136,3
G3,W0056F0002T0006Z000C1N31.png,10.177075965789468,39.366774603375184,6
G3,W0056F0002T0006Z000C1N32.png,5.113921097184696,25.525385668169484,8
G3,W0056F0002T0006Z000C1N33.png,21.84745843462542,,7
G3,W0056F0002T0006Z000C1N34.png,10.398626804139804,15.762440293428533,9
G3,W0056F0002T0006Z000C1N35.png,0.3763335325066775,0.3763335325066775,36
G3,W0056F0002T0006Z000C1N36.png,17.325974981460636,29.13077469611373,5
G3,W0056F0002T0006Z000C1N37.png,3.9904557288936062,11.294564121818961,11
G3,W0056F0002T0006Z000C1N38.png,4.970714824034431,20.323286343821156,9
G3,W0056F0002T0006Z000C1N39.png,11.027134494151706,38.54805731292536,7
G3,W0056F0002T0006Z000C1N4.png,19.770113994987685,,4
G3,W0056F0002T0006Z000C1N40.png,11.689368876125899,40.71208329588529,7
G3,W0056F0002T0006Z000C1N41.png,13.26843580246038,31.70203383820472,5
G3,W0056F0002T0006Z000C1N42.png,9.187917310896767,35.26436883569067,6
G3,W0056F0002T0006Z000C1N43.png,9.65487951495591,48.154588299913236,3
G3,W0056F0002T0006Z000C1N44.png,11.705507359322716,54.84390427603864,9
G3,W0056F0002T0006Z000C1N45.png,11.196451534555223,74.31509128328811,3
G3,W0056F0002T0006Z000C1N46.png,4.898660741852943,16.136930894288433,5
G3,W0056F0002T0006Z000C1N47.png,14.630522690189737,42.20159364339909,6
G3,W0056F0002T0006Z000C1N50.png,4.605428185123473,30.284240571210518,7
G3,W0056F0002T0006Z000C1N51.png,6.702616428018917,17.488116171867887,9
G3,W0056F0002T0006Z000C1N52.png,3.7640991829388484,5.222554631159511,6
G3,W0056F0002T0006Z000C1N53.png,46.19257567262573,,3
G3,W0056F0002T0006Z000C1N54.png,17.49952034471776,29.80356137745602,8
G3,W0056F0002T0006Z000C1N55.png,7.435859486796629,25.406153134853138,8
G3,W0056F0002T0006Z000C1N56.png,15.517098431080168,96.81433195768354,4
G3,W0056F0002T0006Z000C1N57.png,12.187903031418244,54.98332155922879,12
G3,W0056F0002T0006Z000C1N59.png,5.723278841292976,14.72416506520665,6
G3,W0056F0002T0006Z000C1N60.png,26.55589595610143,,15
G3,W0056F0002T0006Z000C1N62.png,5.936078283062158,44.00654049294917,6
G3,W0056F0002T0006Z000C1N63.png,11.152538474766311,46.0231061474982,7
G3,W0056F0002T0006Z000C1N64.png,13.531372262079257,,6
G3,W0056F0002T0006Z000C1N65.png,10.980382149990323,27.437381888145367,4
G3,W0056F0002T0006Z000C1N66.png,8.212376802318813,,3
G3,W0056F0002T0006Z000C1N67.png,1.3139499710200755,16.81014539547766,2
G3,W0056F0002T0006Z000C1N69.png,30.447649356739124,,5
G3,W0056F0002T0006Z000C1N7.png,6.86414637132517,30.641548321312502,3
G3,W0056F0002T0006Z000C1N70.png,27.475011829643222,,6
G3,W0056F0002T0006Z000C1N77.png,31.121542165231947,70.65228230281636,8
G3,W0056F0002T0006Z000C1N78.png,18.570124576863183,75.79212152948597,7
G3,W0056F0002T0006Z000C1N79.png,20.853773845714326,54.58321954950927,5
G3,W0056F0002T0006Z000C1N8.png,27.93574017262868,,5
G3,W0056F0002T0006Z000C1N81.png,25.348951039596667,79.86884374660788,6
G3,W0056F0002T0006Z000C1N82.png,0.44168709228902736,0.44168709228902736,4
G3,W0056F0002T0006Z000C1N83.png,9.71730119565826,19.00062754721016,15
G3,W0056F0002T0006Z000C1N84.png,0.36038765284057045,0.36038765284057045,15
G3,W0056F0002T0006Z000C1N85.png,19.685803995026117,,8
G3,W0056F0002T0006Z000C1N86.png,2.4017229629519674,14.420392243123683,8
G3,W0056F0002T0006Z000C1N87.png,3.2146332946219043,16.11367184894012,11
G3,W0056F0002T0006Z000C1N89.png,17.677867681797974,,14
G3,W0056F0002T0006Z000C1N9.png,16.84305855068041,52.09735824859901,8
G3,W0056F0002T0006Z000C1N90.png,10.190774882786236,30.86938613717788,11
G3,W0056F0003T0006Z000C1N11.png,5.56098670343857,5.858634658527839,11
G3,W0056F0003T0006Z000C1N12.png,47.45705765250224,,3
G3,W0056F0003T0006Z000C1N14.png,28.343176005941487,,8
G3,W0056F0003T0006Z000C1N16.png,18.99225754881907,,4
G3,W0056F0003T0006Z000C1N18.png,11.638744872898927,,8
G3,W0056F0003T0006Z000C1N19.png,9.603540265673939,34.50433049042742,4
G3,W0056F0003T0006Z000C1N20.png,10.535591342382837,30.635384753554376,13
G3,W0056F0003T0006Z000C1N21.png,38.43972930109926,,7
G3,W0056F0003T0006Z000C1N25.png,34.39578451124211,,7
G3,W0056F0003T0006Z000C1N28.png,30.169760511704737,59.95965477225313,7
G3,W0056F0003T0006Z000C1N29.png,3.8725001629322824,7.858597838696539,7
G3,W0056F0003T0006Z000C1N30.png,4.295316842908254,9.075158669034165,6
G3,W0056F0003T0006Z000C1N32.png,22.630418654816587,50.68122856187921,5
G3,W0056F0003T0006Z000C1N33.png,18.49835926471436,46.338922230712015,5
G3,W0056F0003T0006Z000C1N34.png,21.022354206168426,61.44465073663221,9
G3,W0056F0003T0006Z000C1N35.png,10.985897040124007,60.29723081120613,6
G3,W0056F0003T0006Z000C1N36.png,7.8684672794373745,32.7611289791472,6
G3,W0056F0003T0006Z000C1N4.png,14.46026534470332,81.98170270312474,9
G3,W0056F0003T0006Z000C1N40.png,20.99039283002956,,8
G3,W0056F0003T0006Z000C1N41.png,12.690614730827718,,8
G3,W0056F0003T0006Z000C1N42.png,4.068881372820918,16.718501041453045,15
G3,W0056F0003T0006Z000C1N44.png,6.046106727747523,17.159512116797206,11
G3,W0056F0003T0006Z000C1N45.png,42.599696446873246,,4
G3,W0056F0003T0006Z000C1N46.png,30.297296425164816,,9
G3,W0056F0003T0006Z000C1N48.png,1.4671867025750576,1.4671867025750576,218
G3,W0056F0003T0006Z000C1N50.png,0.3197388279432048,0.3197388279432048,44
G3,W0056F0003T0006Z000C1N52.png,10.745514729125409,39.893725748411164,6
G3,W0056F0003T0006Z000C1N55.png,8.356424007689382,34.04030456961203,11
G3,W0056F0003T0006Z000C1N56.png,28.66432300619183,41.71089279234273,8
G3,W0056F0003T0006Z000C1N59.png,16.402521667307,60.24616213984394,6
G3,W0056F0003T0006Z000C1N6.png,61.85488019161607,,4
G3,W0056F0003T0006Z000C1N60.png,4.31545959561854,19.288514085268005,9
G3,W0056F0003T0006Z000C1N61.png,47.43046889405335,,2
G3,W0056F0003T0006Z000C1N62.png,35.3647410302829,,3
G3,W0056F0003T0006Z000C1N63.png,33.71992726451894,,4
G3,W0056F0003T0006Z000C1N64.png,13.854567170805634,62.77162681272402,5
G3,W0056F0003T0006Z000C1N68.png,33.199484761441084,,2
G3,W0056F0003T0006Z000C1N69.png,19.84584407393883,,7
G3,W0056F0003T0006Z000C1N7.png,34.95121492340213,,2
G3,W0056F0003T0006Z000C1N71.png,1.9753054084058528,2.6549449523704314,11
G3,W0056F0003T0006Z000C1N73.png,7.51170835150654,12.142986080616689,9
G3,W0056F0003T0006Z000C1N8.png,3.5908718467537395,10.409261064777086,7
G3,W0056F0003T0006Z000C1N9.png,0.2744825956127076,0.2744825956127076,11
