group,image,mean_dist_nucleus,mean_dist_mito,n_pbody
G0,W0082F0001T0006Z000C1N1.png,3.539231769043895,4.339678499482944,28
G0,W0082F0001T0006Z000C1N10.png,4.185878905839897,4.2427107805057,49
G0,W0082F0001T0006Z000C1N12.png,2.991551302000486,3.0695527855025193,31
G0,W0082F0001T0006Z000C1N14.png,1.833622986906134,1.846255802241035,63
G0,W0082F0001T0006Z000C1N15.png,3.69329135228041,4.306998454253851,35
G0,W0082F0001T0006Z000C1N16.png,3.0315527603753463,3.0315527603753463,49
G0,W0082F0001T0006Z000C1N17.png,3.313231558900737,3.353571009504278,40
G0,W0082F0001T0006Z000C1N18.png,4.142718729732028,4.142718729732028,61
G0,W0082F0001T0006Z000C1N19.png,2.6844321789950425,2.7177997429344662,60
G0,W0082F0001T0006Z000C1N2.png,14.136237527971295,27.65457114993435,18
G0,W0082F0001T0006Z000C1N20.png,1.7979723615418017,1.7979723615418017,34
G0,W0082F0001T0006Z000C1N23.png,58.916223744153775,58.916223744153775,16
G0,W0082F0001T0006Z000C1N24.png,27.023759004582224,36.790028837593646,22
G0,W0082F0001T0006Z000C1N25.png,2.7657157099579104,2.7657157099579104,84
G0,W0082F0001T0006Z000C1N26.png,25.474381280994127,,13
G0,W0082F0001T0006Z000C1N27.png,49.264698591232474,56.73669590494265,37
G0,W0082F0001T0006Z000C1N28.png,0.4738446471803524,0.4738446471803524,76
G0,W0082F0001T0006Z000C1N29.png,1.5657686931645898,1.5657686931645898,50
G0,W0082F0001T0006Z000C1N3.png,15.19322985753248,27.300069251398913,13
G0,W0082F0001T0006Z000C1N30.png,1.9537725430843296,1.9899601099966382,46
G0,W0082F0001T0006Z000C1N33.png,3.035120062104107,3.783204457962383,56
G0,W0082F0001T0006Z000C1N35.png,8.333270514196904,9.089175983989035,35
G0,W0082F0001T0006Z000C1N38.png,0.967207628883258,0.967207628883258,75
G0,W0082F0001T0006Z000C1N39.png,88.9765342919465,,6
G0,W0082F0001T0006Z000C1N42.png,1.0152683515292245,1.0152683515292245,65
G0,W0082F0001T0006Z000C1N43.png,9.534578369708187,90.95227187846363,12
G0,W0082F0001T0006Z000C1N45.png,12.65545410042614,25.636632510536487,17
G0,W0082F0001T0006Z000C1N47.png,55.65230735943666,,15
G0,W0082F0001T0006Z000C1N49.png,5.924352273414209,5.939493145071836,42
G0,W0082F0001T0006Z000C1N5.png,9.189239942771325,30.14024110458836,34
G0,W0082F0001T0006Z000C1N50.png,28.629756843722525,40.5887421623587,9
G0,W0082F0001T0006Z000C1N51.png,60.80488602640658,104.92286964296338,10
G0,W0082F0001T0006Z000C1N52.png,8.07195398284711,24.845813399836853,34
G0,W0082F0001T0006Z000C1N53.png,10.482542857347882,14.468513470521456,42
G0,W0082F0001T0006Z000C1N54.png,19.634817994018174,,25
G0,W0082F0001T0006Z000C1N57.png,4.7677822561580925,4.794488190325707,36
G0,W0082F0001T0006Z000C1N6.png,13.851471365323775,28.737941927109294,34
G0,W0082F0001T0006Z000C1N60.png,5.7123020375678975,9.696384003647028,56
G0,W0082F0001T0006Z000C1N61.png,1.1629331333818524,1.1629331333818524,43
G0,W0082F0001T0006Z000C1N62.png,5.17932840829446,7.686429572294204,44
G0,W0082F0001T0006Z000C1N64.png,8.835176098714115,18.447104299623323,27
G0,W0082F0001T0006Z000C1N65.png,0.40289008921496505,0.40289008921496505,49
G0,W0082F0001T0006Z000C1N67.png,11.74841316872431,23.06597028382833,31
G0,W0082F0001T0006Z000C1N68.png,14.080140081101323,23.122044882378777,27
G0,W0082F0001T0006Z000C1N69.png,11.24263191699709,16.73369124413975,31
G0,W0082F0001T0006Z000C1N70.png,9.409619486347792,13.25185687927348,24
G0,W0082F0001T0006Z000C1N71.png,4.222760900591596,4.222760900591596,27
G0,W0082F0001T0006Z000C1N73.png,5.209292122369322,5.665358390411795,22
G0,W0082F0001T0006Z000C1N76.png,4.277115591793033,6.888014508063823,39
G0,W0082F0001T0006Z000C1N77.png,5.191156996280137,6.565697441117712,30
G0,W0082F0001T0006Z000C1N78.png,1.7569422153068535,1.7569422153068535,43
G0,W0082F0001T0006Z000C1N79.png,6.385410744336447,8.54202413538687,32
G0,W0082F0001T0006Z000C1N8.png,4.2916766865261575,4.6093914470266535,46
G0,W0082F0001T0006Z000C1N80.png,1.8901362884980224,1.8901362884980224,40
G0,W0082F0001T0006Z000C1N81.png,1.1320595931124011,1.1320595931124011,64
G0,W0082F0001T0006Z000C1N9.png,1.6995924751143772,1.736524631546047,43
G0,W0082F0002T0006Z000C1N1.png,4.802357720795953,4.813316685246046,51
G0,W0082F0002T0006Z000C1N10.png,5.681029652943653,6.392530767234211,34
G0,W0082F0002T0006Z000C1N101.png,0.3481109001729082,0.3481109001729082,83
G0,W0082F0002T0006Z000C1N102.png,0.34417010929312125,0.34417010929312125,36
G0,W0082F0002T0006Z000C1N105.png,6.864927832298512,15.856729091566242,52
G0,W0082F0002T0006Z000C1N106.png,2.4899455682038094,5.50906130720039,65
G0,W0082F0002T0006Z000C1N108.png,3.9959720708007147,6.4914711464400074,59
G0,W0082F0002T0006Z000C1N109.png,2.3494264039511377,2.899558511905676,74
G0,W0082F0002T0006Z000C1N110.png,2.253508105347629,5.666890176540484,49
G0,W0082F0002T0006Z000C1N113.png,8.787167504097614,37.57415363609105,28
G0,W0082F0002T0006Z000C1N115.png,10.844277719878654,19.47803069488195,61
G0,W0082F0002T0006Z000C1N116.png,3.0440387272876657,3.1296896146306863,53
G0,W0082F0002T0006Z000C1N117.png,5.433942863608917,7.507676464682509,69
G0,W0082F0002T0006Z000C1N118.png,12.07614373786478,39.758189517259964,46
G0,W0082F0002T0006Z000C1N12.png,4.608912015424063,4.62250135920307,40
G0,W0082F0002T0006Z000C1N120.png,7.986758410151291,16.539150471051183,35
G0,W0082F0002T0006Z000C1N121.png,2.494207656081575,2.494207656081575,50
G0,W0082F0002T0006Z000C1N122.png,10.363319158525991,30.824113767146315,29
G0,W0082F0002T0006Z000C1N123.png,18.61159812033684,37.11955657727009,17
G0,W0082F0002T0006Z000C1N124.png,7.673878130490202,14.605268807656072,29
G0,W0082F0002T0006Z000C1N126.png,19.345162218100224,,20
G0,W0082F0002T0006Z000C1N127.png,3.2154636138534403,7.784429596885528,42
G0,W0082F0002T0006Z000C1N128.png,12.534028851956375,26.523497803825833,26
G0,W0082F0002T0006Z000C1N129.png,2.0324341254929568,5.2253238497455685,39
G0,W0082F0002T0006Z000C1N131.png,19.375884875540198,48.45543522610845,17
G0,W0082F0002T0006Z000C1N132.png,10.159821304058035,15.174089733664562,27
G0,W0082F0002T0006Z000C1N135.png,30.9292576498411,53.34583231899214,13
G0,W0082F0002T0006Z000C1N136.png,1.2577834127754894,1.508180157327738,84
G0,W0082F0002T0006Z000C1N138.png,2.948480892393359,2.9520339368073136,55
G0,W0082F0002T0006Z000C1N139.png,10.112278081008327,14.063069453281901,70
G0,W0082F0002T0006Z000C1N141.png,41.71689734696077,62.328869060019585,10
G0,W0082F0002T0006Z000C1N144.png,47.20512521872915,,16
G0,W0082F0002T0006Z000C1N146.png,6.150616149273819,8.583294489446404,58
G0,W0082F0002T0006Z000C1N147.png,5.174879749011175,5.178466441581508,26
G0,W0082F0002T0006Z000C1N148.png,6.209912299445725,13.343842292750503,38
G0,W0082F0002T0006Z000C1N149.png,0.3723220835226998,0.3723220835226998,61
G0,W0082F0002T0006Z000C1N150.png,20.541059216826163,52.87265064757573,29
G0,W0082F0002T0006Z000C1N155.png,22.555858834643445,,9
G0,W0082F0002T0006Z000C1N157.png,0.5302403842818563,0.5415273649961867,49
G0,W0082F0002T0006Z000C1N158.png,19.96465959252259,36.078132717451936,33
G0,W0082F0002T0006Z000C1N159.png,7.034557966694442,15.273359756568773,26
G0,W0082F0002T0006Z000C1N16.png,2.5521237575503757,2.5521237575503757,137
G0,W0082F0002T0006Z000C1N160.png,10.182495941076715,19.88693370718534,56
G0,W0082F0002T0006Z000C1N163.png,7.730900767948989,13.256995757200446,44
G0,W0082F0002T0006Z000C1N164.png,1.9797083478703292,2.104043234138636,39
G0,W0082F0002T0006Z000C1N165.png,0.45004898691009715,0.45004898691009715,35
G0,W0082F0002T0006Z000C1N17.png,31.681145755285527,57.34544651791584,11
G0,W0082F0002T0006Z000C1N18.png,0.9169721916538122,0.9361118909100673,32
G0,W0082F0002T0006Z000C1N2.png,15.656109307891857,17.77516070391297,31
G0,W0082F0002T0006Z000C1N20.png,6.8810378623369015,10.67691638870447,40
G0,W0082F0002T0006Z000C1N22.png,26.669235915081497,,21
G0,W0082F0002T0006Z000C1N23.png,3.9976480699332075,4.061003259845901,51
