image,pbody_number,dist_nuclei,dist_mito,nuclei_std,mito_std,medicine,group
W0056F0001T0006Z000C1N10.png,1,17.352130016371135,17.04673502285799,16.68684277892451,16.07372528323675,T2677,G3
W0056F0001T0006Z000C1N10.png,2,40.2293526949975,40.1461148709153,16.68684277892451,16.07372528323675,T2677,G3
W0056F0001T0006Z000C1N10.png,3,62.118987992088535,62.33423344009896,16.68684277892451,16.07372528323675,T2677,G3
W0056F0001T0006Z000C1N10.png,4,27.70154788760083,36.60890641425714,16.68684277892451,16.07372528323675,T2677,G3
W0056F0001T0006Z000C1N15.png,1,21.02083924655958,21.032933988899604,0.0,0.0,T2677,G3
W0056F0001T0006Z000C1N17.png,1,20.59739720156315,20.502630014815285,0.0,0.0,T2677,G3
W0056F0001T0006Z000C1N18.png,1,21.3691641770417,21.515419219655723,0.0,0.0,T2677,G3
W0056F0001T0006Z000C1N19.png,1,14.640846051400372,12.934691216025652,5.085995028900753,4.995157382325703,T2677,G3
W0056F0001T0006Z000C1N19.png,2,22.139728476634414,23.114920785346843,5.085995028900753,4.995157382325703,T2677,G3
W0056F0001T0006Z000C1N19.png,3,23.88365764604814,23.95820446113127,5.085995028900753,4.995157382325703,T2677,G3
W0056F0001T0006Z000C1N19.png,4,28.80314979886199,14.28506438495296,5.085995028900753,4.995157382325703,T2677,G3
W0056F0001T0006Z000C1N20.png,1,12.490828128271293,12.46919732993474,4.3408864702259,4.2114824569452445,T2677,G3
W0056F0001T0006Z000C1N20.png,2,21.172601068723093,20.89216224382523,4.3408864702259,4.2114824569452445,T2677,G3
W0056F0001T0006Z000C1N25.png,1,28.121555814228277,34.01210933964058,4.329589171059682,1.490971534708553,T2677,G3
W0056F0001T0006Z000C1N25.png,2,36.78073415634764,36.99405240905769,4.329589171059682,1.490971534708553,T2677,G3
W0056F0001T0006Z000C1N27.png,1,22.288960830593563,27.744023511247935,0.9135795096188861,3.6484784027231942,T2677,G3
W0056F0001T0006Z000C1N27.png,2,20.46180181135579,20.447066705801547,0.9135795096188861,3.6484784027231942,T2677,G3
W0056F0001T0006Z000C1N28.png,1,48.393862090830225,48.21427480714168,14.640176261627712,13.615586134545204,T2677,G3
W0056F0001T0006Z000C1N28.png,2,73.45119829508418,74.43038104391155,14.640176261627712,13.615586134545204,T2677,G3
W0056F0001T0006Z000C1N28.png,3,38.70533299951914,43.468318113182356,14.640176261627712,13.615586134545204,T2677,G3
W0056F0001T0006Z000C1N3.png,1,11.587136665764794,11.465935995203242,1.528591951995522,1.803024008773936,T2677,G3
W0056F0001T0006Z000C1N3.png,2,14.644320569755838,15.071984012751114,1.528591951995522,1.803024008773936,T2677,G3
W0056F0001T0006Z000C1N30.png,1,8.801909482188984,12.068519428618615,0.0,0.0,T2677,G3
W0056F0001T0006Z000C1N31.png,1,11.786433134306058,11.615381451025838,1.7760002912500532,1.7160508609377105,T2677,G3
W0056F0001T0006Z000C1N31.png,2,8.234432551805952,8.183279729150417,1.7760002912500532,1.7160508609377105,T2677,G3
W0056F0001T0006Z000C1N33.png,1,19.00099208624159,19.07274986995115,0.0,0.0,T2677,G3
