image,pbody_number,dist_nuclei,dist_mito,nuclei_std,mito_std,medicine,group
W0082F0001T0006Z000C1N11.png,1,6.687947554051154,6.656608129930103,0.9375991835262679,0.9205509270189794,DMSO,DMSO
W0082F0001T0006Z000C1N11.png,2,6.964154771142385,6.84041841954351,0.9375991835262679,0.9205509270189794,DMSO,DMSO
W0082F0001T0006Z000C1N11.png,3,5.543517244742717,5.398698155063367,0.9375991835262679,0.9205509270189794,DMSO,DMSO
W0082F0001T0006Z000C1N11.png,4,5.832618252510318,5.702158319891108,0.9375991835262679,0.9205509270189794,DMSO,DMSO
W0082F0001T0006Z000C1N11.png,5,7.180520977172752,7.054524528259371,0.9375991835262679,0.9205509270189794,DMSO,DMSO
W0082F0001T0006Z000C1N11.png,6,4.118119100012139,4.098468733909104,0.9375991835262679,0.9205509270189794,DMSO,DMSO
W0082F0001T0006Z000C1N11.png,7,5.675197946796908,5.7153889005750536,0.9375991835262679,0.9205509270189794,DMSO,DMSO
W0082F0001T0006Z000C1N11.png,8,6.6353462969707016,6.619412718593738,0.9375991835262679,0.9205509270189794,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,1,2.6549465575307556,3.0477305693607506,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,2,4.0625998746798055,3.686341259168244,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,3,5.860357439063802,5.8162995347366495,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,4,3.926989941418236,3.11195346539683,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,5,6.386400375073067,5.448551271386194,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,6,4.08509465091483,6.266396200805843,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,7,6.517584112460196,8.108326635621266,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,8,1.640300269156177,1.757706246788695,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,9,4.272121481821716,0.7137801823385296,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,10,2.655889091297301,6.719483642239049,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,11,0.9581458055753975,0.8384734587792442,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,12,1.8287709010385502,3.0722658215733714,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N13.png,13,3.065790781762355,3.4279412553309605,1.7169923139048504,2.212062336256579,DMSO,DMSO
W0082F0001T0006Z000C1N21.png,1,3.0298256091234657,2.8938242253039235,1.865287768391495,1.7607350967703699,DMSO,DMSO
W0082F0001T0006Z000C1N21.png,2,7.579887291306956,7.46875455476401,1.865287768391495,1.7607350967703699,DMSO,DMSO
W0082F0001T0006Z000C1N21.png,3,8.88239490991438,8.620508360021034,1.865287768391495,1.7607350967703699,DMSO,DMSO
W0082F0001T0006Z000C1N21.png,4,2.37480352828162,2.2243240287401567,1.865287768391495,1.7607350967703699,DMSO,DMSO
W0082F0001T0006Z000C1N21.png,5,1.6448315493894896,1.7233288827442872,1.865287768391495,1.7607350967703699,DMSO,DMSO
W0082F0001T0006Z000C1N21.png,6,5.835251751445195,5.552025076258408,1.865287768391495,1.7607350967703699,DMSO,DMSO
